Instância	melhor custo	média custo		std custo	média tempo		std tempo


############################Aleatório############################

RanInt_n120_ss_05.txt	45415.00		44822.800	465.414		1.966	0.051
RanInt_n120_ss_06.txt	45151.00		44315.400	458.597		2.020	0.086
RanInt_n120_ss_07.txt	45034.00		44664.000	264.164		1.960	0.094
RanInt_n120_ss_08.txt	45446.00		44786.000	402.464		2.051	0.135
RanInt_n120_ss_09.txt	45515.00		45092.800	248.545		1.991	0.054
RanInt_n120_ss_10.txt	45853.00		45415.600	236.957		1.964	0.097
RanInt_n240_ds_01.txt	153452.00		152474.200	762.668		7.807	0.127
RanInt_n240_ds_02.txt	152875.00		151612.200	1043.227		7.980	0.127
RanInt_n240_ds_03.txt	152597.00		151546.800	742.128		7.873	0.054
RanInt_n240_ds_04.txt	153592.00		152658.400	597.268		8.042	0.148
RanInt_n240_ds_05.txt	152885.00		151818.200	642.109		7.888	0.113
RanInt_n240_ds_06.txt	153867.00		152293.000	934.843		8.029	0.159
RanInt_n240_ds_07.txt	152274.00		150514.800	1652.167		8.079	0.256
RanInt_n240_ds_08.txt	150432.00		149692.200	495.164		8.038	0.240
RanInt_n240_ds_09.txt	152242.00		150918.600	932.446		7.885	0.143
RanInt_n240_ds_10.txt	151972.00		151374.000	422.519		8.107	0.156
RanInt_n240_ss_01.txt	147170.00		145804.600	819.611		4.541	0.093
RanInt_n240_ss_02.txt	147231.00		146349.000	563.354		4.354	0.206
RanInt_n240_ss_03.txt	147353.00		146871.800	326.914		4.348	0.086
RanInt_n240_ss_04.txt	148109.00		147287.000	670.250		4.387	0.116
RanInt_n240_ss_05.txt	148374.00		147690.200	545.152		4.358	0.205
RanInt_n240_ss_06.txt	147679.00		146834.000	704.999		4.324	0.243
RanInt_n240_ss_07.txt	147801.00		147155.800	755.298		4.316	0.111
RanInt_n240_ss_08.txt	146545.00		145761.800	506.245		4.344	0.153
RanInt_n240_ss_09.txt	148084.00		146531.200	923.727		4.251	0.176
RanInt_n240_ss_10.txt	148327.00		147166.400	922.648		4.401	0.224
