Instância	melhor custo	média custo		std custo	média tempo		std tempo


############################Aleatório############################

RanInt_n012_ss_07.txt	1350.00		1204.800	75.880		0.000	0.000
RanInt_n012_ss_08.txt	1482.00		1222.000	186.608		0.000	0.000
RanInt_n012_ss_09.txt	1698.00		1355.600	255.322		0.000	0.000
RanInt_n012_ss_10.txt	1308.00		1128.800	153.949		0.000	0.000
RanInt_n030_ds_01.txt	8350.00		7705.200	451.987		0.000	0.000
RanInt_n030_ds_02.txt	8336.00		7879.200	438.436		0.000	0.000
RanInt_n030_ds_03.txt	8390.00		7526.800	473.210		0.000	0.000
RanInt_n030_ds_04.txt	7828.00		7188.800	341.548		0.000	0.000
RanInt_n030_ds_05.txt	8612.00		8385.600	214.601		0.000	0.000
RanInt_n030_ds_06.txt	7092.00		6847.600	229.128		0.000	0.000
RanInt_n030_ds_07.txt	8218.00		7495.600	452.869		0.000	0.000
RanInt_n030_ds_08.txt	7762.00		7545.600	217.761		0.000	0.000
RanInt_n030_ds_09.txt	8300.00		7865.200	328.645		0.000	0.000
RanInt_n030_ds_10.txt	8464.00		7898.800	637.031		0.000	0.000
RanInt_n030_ss_01.txt	8200.00		7622.800	484.396		0.000	0.000
RanInt_n030_ss_02.txt	8026.00		7614.000	311.905		0.000	0.000
RanInt_n030_ss_03.txt	7924.00		7259.600	538.860		0.000	0.000
RanInt_n030_ss_04.txt	8340.00		7571.200	473.700		0.000	0.000
RanInt_n030_ss_05.txt	7974.00		7402.400	437.195		0.000	0.000
RanInt_n030_ss_06.txt	7402.00		6962.000	452.134		0.000	0.000
RanInt_n030_ss_07.txt	7778.00		7451.200	187.743		0.000	0.000
RanInt_n030_ss_08.txt	7728.00		7245.600	349.686		0.000	0.000
RanInt_n030_ss_09.txt	8504.00		7742.400	389.920		0.000	0.000
RanInt_n030_ss_10.txt	8134.00		7580.800	345.496		0.000	0.000
RanInt_n060_ds_01.txt	28328.00		27325.600	782.471		0.001	0.000
RanInt_n060_ds_02.txt	27416.00		27098.000	265.457		0.001	0.000
RanInt_n060_ds_03.txt	28164.00		26944.800	797.340		0.001	0.000
RanInt_n060_ds_04.txt	27892.00		26942.800	726.878		0.001	0.000
RanInt_n060_ds_05.txt	29712.00		27925.600	1011.324		0.001	0.000
RanInt_n060_ds_06.txt	27172.00		26631.200	460.326		0.001	0.000
RanInt_n060_ds_07.txt	29120.00		27771.600	797.245		0.001	0.000
RanInt_n060_ds_08.txt	29062.00		28257.200	441.426		0.001	0.000
RanInt_n060_ds_09.txt	28740.00		27806.800	806.600		0.001	0.000
RanInt_n060_ds_10.txt	27984.00		27009.200	511.313		0.001	0.000
RanInt_n060_ss_01.txt	27668.00		26847.600	638.202		0.000	0.000
RanInt_n060_ss_02.txt	26590.00		26058.800	570.020		0.000	0.000
